id,theme,title,priority,effort,source_kind,source_repo,source_ref,source_url,status,action
CPB-0576,provider-model-registry,"Expand docs and examples for ""support proxy for opencode"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#753,https://github.com/router-for-me/CLIProxyAPI/issues/753,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0577,thinking-and-reasoning,"Add QA scenarios for ""[BUG] thinking/思考链在 antigravity 反代下被截断/丢失（stream 分块处理过严）"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#752,https://github.com/router-for-me/CLIProxyAPI/issues/752,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0578,docs-quickstarts,"Create/refresh provider quickstart derived from ""api-keys 필드에 placeholder 값이 있으면 invalid api key 에러 발생"" including setup, auth, model select, and sanity-check commands.",P1,S,issue,router-for-me/CLIProxyAPI,issue#751,https://github.com/router-for-me/CLIProxyAPI/issues/751,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0579,thinking-and-reasoning,"Ensure rollout safety for ""[Bug]Fix `invalid_request_error` (Field required) when assistant message has empty content with tool_calls"" via feature flags, staged defaults, and migration notes.",P1,S,issue,router-for-me/CLIProxyAPI,issue#749,https://github.com/router-for-me/CLIProxyAPI/issues/749,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0580,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""建议增加 kiro CLI"" so local config and runtime can be reloaded deterministically.",P2,S,issue,router-for-me/CLIProxyAPI,issue#748,https://github.com/router-for-me/CLIProxyAPI/issues/748,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0581,thinking-and-reasoning,"Follow up on ""[Bug] Streaming response 'message_start' event missing token counts (affects OpenCode/Vercel AI SDK)"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#747,https://github.com/router-for-me/CLIProxyAPI/issues/747,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0582,thinking-and-reasoning,"Harden ""[Bug] Invalid request error when using thinking with multi-turn conversations"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#746,https://github.com/router-for-me/CLIProxyAPI/issues/746,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0583,thinking-and-reasoning,"Operationalize ""Add output_tokens_details.reasoning_tokens for thinking models on /v1/messages"" with observability, alerting thresholds, and runbook updates.",P1,S,issue,router-for-me/CLIProxyAPI,issue#744,https://github.com/router-for-me/CLIProxyAPI/issues/744,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0584,responses-and-chat-compat,"Convert ""qwen-code-plus not supoort guided-json Structured Output"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#743,https://github.com/router-for-me/CLIProxyAPI/issues/743,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0585,thinking-and-reasoning,"Add DX polish around ""Bash tool too slow"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#742,https://github.com/router-for-me/CLIProxyAPI/issues/742,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0586,websocket-and-streaming,"Expand docs and examples for ""反代Antigravity，CC读图的时候似乎会触发bug？明明现在上下文还有很多，但是提示要compact了"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#741,https://github.com/router-for-me/CLIProxyAPI/issues/741,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0587,thinking-and-reasoning,"Add QA scenarios for ""Claude Code CLI's status line shows zero tokens"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#740,https://github.com/router-for-me/CLIProxyAPI/issues/740,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0588,thinking-and-reasoning,"Refactor implementation behind ""Tool calls not emitted after thinking blocks"" to reduce complexity and isolate transformation boundaries.",P1,S,issue,router-for-me/CLIProxyAPI,issue#739,https://github.com/router-for-me/CLIProxyAPI/issues/739,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0589,go-cli-extraction,"Port relevant thegent-managed flow implied by ""Pass through actual Anthropic token counts instead of estimating"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P2,S,issue,router-for-me/CLIProxyAPI,issue#738,https://github.com/router-for-me/CLIProxyAPI/issues/738,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0590,general-polish,"Standardize metadata and naming conventions touched by ""多渠道同一模型映射成一个显示"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#737,https://github.com/router-for-me/CLIProxyAPI/issues/737,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0591,responses-and-chat-compat,"Follow up on ""Feature Request: Complete OpenAI Tool Calling Format Support for Claude Models (Cursor MCP Compatibility)"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#735,https://github.com/router-for-me/CLIProxyAPI/issues/735,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0592,responses-and-chat-compat,"Harden ""Bug: /v1/responses endpoint does not correctly convert message format for Anthropic API"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#736,https://github.com/router-for-me/CLIProxyAPI/issues/736,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0593,general-polish,"Operationalize ""请问有计划支持显示目前剩余额度吗"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#734,https://github.com/router-for-me/CLIProxyAPI/issues/734,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0594,thinking-and-reasoning,"Convert ""reasoning_content is null for extended thinking models (thinking goes to content instead)"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#732,https://github.com/router-for-me/CLIProxyAPI/issues/732,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0595,docs-quickstarts,"Create/refresh provider quickstart derived from ""Use actual Anthropic token counts instead of estimation for reasoning_tokens"" including setup, auth, model select, and sanity-check commands.",P1,S,issue,router-for-me/CLIProxyAPI,issue#731,https://github.com/router-for-me/CLIProxyAPI/issues/731,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0596,thinking-and-reasoning,"Expand docs and examples for ""400 error: messages.X.content.0.text.text: Field required"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#730,https://github.com/router-for-me/CLIProxyAPI/issues/730,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0597,thinking-and-reasoning,"Add QA scenarios for ""[BUG] Antigravity Opus + Codex cannot read images"" including stream/non-stream parity and edge-case payloads.",P3,S,issue,router-for-me/CLIProxyAPI,issue#729,https://github.com/router-for-me/CLIProxyAPI/issues/729,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0598,integration-api-bindings,"Define non-subprocess integration path related to ""[Feature] Usage Statistics Persistence to JSON File - PR Proposal"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#726,https://github.com/router-for-me/CLIProxyAPI/issues/726,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0599,thinking-and-reasoning,"Ensure rollout safety for ""反代的Antigravity的claude模型在opencode cli需要增强适配"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#725,https://github.com/router-for-me/CLIProxyAPI/issues/725,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0600,websocket-and-streaming,"Standardize metadata and naming conventions touched by ""iflow日志提示：当前找我聊的人太多了，可以晚点再来问我哦。"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#724,https://github.com/router-for-me/CLIProxyAPI/issues/724,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0601,general-polish,"Follow up on ""怎么加入多个反重力账号？"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#723,https://github.com/router-for-me/CLIProxyAPI/issues/723,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0602,oauth-and-authentication,"Harden ""最新的版本无法构建成镜像"" with clearer validation, safer defaults, and defensive fallbacks.",P3,S,issue,router-for-me/CLIProxyAPI,issue#721,https://github.com/router-for-me/CLIProxyAPI/issues/721,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0603,responses-and-chat-compat,"Operationalize ""API Error: 400"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#719,https://github.com/router-for-me/CLIProxyAPI/issues/719,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0604,responses-and-chat-compat,"Convert ""是否可以支持/openai/v1/responses端点"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#718,https://github.com/router-for-me/CLIProxyAPI/issues/718,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
